
----------------20250708_10_31_33----------------
======================== Start training! ========================

Epoch [1/50]	Learning Rate: 1.000e-04
Epoch-5-[2100/4010]		Loss: 0.0155
Epoch-5-[2160/4010]		Loss: 0.0093
Epoch-5-[2220/4010]		Loss: 0.0070
Epoch-5-[2280/4010]		Loss: 0.0093
Epoch-5-[2340/4010]		Loss: 0.0106
Epoch-5-[2400/4010]		Loss: 0.0126
Epoch-5-[2460/4010]		Loss: 0.0111
Epoch-5-[2520/4010]		Loss: 0.0076
Epoch-5-[2580/4010]		Loss: 0.0154
Epoch-5-[2640/4010]		Loss: 0.0163
Epoch-5-[2700/4010]		Loss: 0.0078
Epoch-5-[2760/4010]		Loss: 0.0137
Epoch-5-[2820/4010]		Loss: 0.0129
Epoch-5-[2880/4010]		Loss: 0.0089
Epoch-5-[2940/4010]		Loss: 0.0087
Epoch-5-[3000/4010]		Loss: 0.0076
Epoch-5-[3060/4010]		Loss: 0.0105
Epoch-5-[3120/4010]		Loss: 0.0131
Epoch-5-[3180/4010]		Loss: 0.0129
Epoch-5-[3240/4010]		Loss: 0.0156
Epoch-5-[3300/4010]		Loss: 0.0090
Epoch-5-[3360/4010]		Loss: 0.0162
Epoch-5-[3420/4010]		Loss: 0.0101
Epoch-5-[3480/4010]		Loss: 0.0102
Epoch-5-[3540/4010]		Loss: 0.0107
Epoch-5-[3600/4010]		Loss: 0.0146
Epoch-5-[3660/4010]		Loss: 0.0092
Epoch-5-[3720/4010]		Loss: 0.0104
Epoch-5-[3780/4010]		Loss: 0.0091
Epoch-5-[3840/4010]		Loss: 0.0115
Epoch-5-[3900/4010]		Loss: 0.0129
Epoch-5-[3960/4010]		Loss: 0.0120

IXI: [lmo/T2/X8] Validation:
Epoch: [5]	Valid Loss: 0.0121	PSNR: 33.252	SSIM: 0.935	(Best PSNR: 33.252	SSIM: 0.935	@Epoch: 5)

Saving models...
Training consuming: 1321.97s
==================================================

Epoch [6/50]	Learning Rate: 1.000e-04
Epoch-6-[60/4010]		Loss: 0.0080
Epoch-6-[120/4010]		Loss: 0.0079
Epoch-6-[180/4010]		Loss: 0.0123
Epoch-6-[240/4010]		Loss: 0.0082
Epoch-6-[300/4010]		Loss: 0.0126
Epoch-6-[360/4010]		Loss: 0.0095
Epoch-6-[420/4010]		Loss: 0.0084
Epoch-6-[480/4010]		Loss: 0.0122
Epoch-6-[540/4010]		Loss: 0.0099
Epoch-6-[600/4010]		Loss: 0.0097
Epoch-6-[660/4010]		Loss: 0.0096
Epoch-6-[720/4010]		Loss: 0.0104
Epoch-6-[780/4010]		Loss: 0.0130
Epoch-6-[840/4010]		Loss: 0.0079
Epoch-6-[900/4010]		Loss: 0.0105
Epoch-6-[960/4010]		Loss: 0.0091
Epoch-6-[1020/4010]		Loss: 0.0068
Epoch-6-[1080/4010]		Loss: 0.0171
Epoch-6-[1140/4010]		Loss: 0.0069
Epoch-6-[1200/4010]		Loss: 0.0070
Epoch-6-[1260/4010]		Loss: 0.0079
Epoch-6-[1320/4010]		Loss: 0.0074
Epoch-6-[1380/4010]		Loss: 0.0088
Epoch-6-[1440/4010]		Loss: 0.0076
Epoch-6-[1500/4010]		Loss: 0.0101
Epoch-6-[1560/4010]		Loss: 0.0094
Epoch-6-[1620/4010]		Loss: 0.0079
Epoch-6-[1680/4010]		Loss: 0.0155
Epoch-6-[1740/4010]		Loss: 0.0073
Epoch-6-[1800/4010]		Loss: 0.0062
Epoch-6-[1860/4010]		Loss: 0.0110
Epoch-6-[1920/4010]		Loss: 0.0108
Epoch-6-[1980/4010]		Loss: 0.0089
Epoch-6-[2040/4010]		Loss: 0.0174
Epoch-6-[2100/4010]		Loss: 0.0171
Epoch-6-[2160/4010]		Loss: 0.0094
Epoch-6-[2220/4010]		Loss: 0.0144
Epoch-6-[2280/4010]		Loss: 0.0070
Epoch-6-[2340/4010]		Loss: 0.0131
Epoch-6-[2400/4010]		Loss: 0.0100
Epoch-6-[2460/4010]		Loss: 0.0103
Epoch-6-[2520/4010]		Loss: 0.0077
Epoch-6-[2580/4010]		Loss: 0.0095
Epoch-6-[2640/4010]		Loss: 0.0090
Epoch-6-[2700/4010]		Loss: 0.0102
Epoch-6-[2760/4010]		Loss: 0.0089
Epoch-6-[2820/4010]		Loss: 0.0138
Epoch-6-[2880/4010]		Loss: 0.0082
Epoch-6-[2940/4010]		Loss: 0.0060
Epoch-6-[3000/4010]		Loss: 0.0133
Epoch-6-[3060/4010]		Loss: 0.0074
Epoch-6-[3120/4010]		Loss: 0.0074
Epoch-6-[3180/4010]		Loss: 0.0078
Epoch-6-[3240/4010]		Loss: 0.0093
Epoch-6-[3300/4010]		Loss: 0.0113
Epoch-6-[3360/4010]		Loss: 0.0120
Epoch-6-[3420/4010]		Loss: 0.0164
Epoch-6-[3480/4010]		Loss: 0.0068
Epoch-6-[3540/4010]		Loss: 0.0172
Epoch-6-[3600/4010]		Loss: 0.0173
Epoch-6-[3660/4010]		Loss: 0.0093
Epoch-6-[3720/4010]		Loss: 0.0107
Epoch-6-[3780/4010]		Loss: 0.0146
Epoch-6-[3840/4010]		Loss: 0.0110
Epoch-6-[3900/4010]		Loss: 0.0073
Epoch-6-[3960/4010]		Loss: 0.0129

IXI: [lmo/T2/X8] Validation:
Epoch: [6]	Valid Loss: 0.0124	PSNR: 33.120	SSIM: 0.933	(Best PSNR: 33.252	SSIM: 0.935	@Epoch: 5)

Saving models...
Training consuming: 1320.90s
==================================================

Epoch [7/50]	Learning Rate: 1.000e-04
Epoch-7-[60/4010]		Loss: 0.0084
Epoch-7-[120/4010]		Loss: 0.0086
Epoch-7-[180/4010]		Loss: 0.0113
Epoch-7-[240/4010]		Loss: 0.0089
Epoch-7-[300/4010]		Loss: 0.0080
Epoch-7-[360/4010]		Loss: 0.0091
Epoch-7-[420/4010]		Loss: 0.0169
Epoch-7-[480/4010]		Loss: 0.0073
Epoch-7-[540/4010]		Loss: 0.0146
Epoch-7-[600/4010]		Loss: 0.0143
Epoch-7-[660/4010]		Loss: 0.0127
Epoch-7-[720/4010]		Loss: 0.0132
Epoch-7-[780/4010]		Loss: 0.0069
Epoch-7-[840/4010]		Loss: 0.0122
Epoch-7-[900/4010]		Loss: 0.0101
Epoch-7-[960/4010]		Loss: 0.0077
Epoch-7-[1020/4010]		Loss: 0.0110
Epoch-7-[1080/4010]		Loss: 0.0167
Epoch-7-[1140/4010]		Loss: 0.0126
Epoch-7-[1200/4010]		Loss: 0.0080
Epoch-7-[1260/4010]		Loss: 0.0062
Epoch-7-[1320/4010]		Loss: 0.0082
Epoch-7-[1380/4010]		Loss: 0.0110
Epoch-7-[1440/4010]		Loss: 0.0097
Epoch-7-[1500/4010]		Loss: 0.0059
Epoch-7-[1560/4010]		Loss: 0.0114
Epoch-7-[1620/4010]		Loss: 0.0082
Epoch-7-[1680/4010]		Loss: 0.0138
Epoch-7-[1740/4010]		Loss: 0.0085
Epoch-7-[1800/4010]		Loss: 0.0113
Epoch-7-[1860/4010]		Loss: 0.0085
Epoch-7-[1920/4010]		Loss: 0.0058
Epoch-7-[1980/4010]		Loss: 0.0125
Epoch-7-[2040/4010]		Loss: 0.0057
Epoch-7-[2100/4010]		Loss: 0.0094
Epoch-7-[2160/4010]		Loss: 0.0055
Epoch-7-[2220/4010]		Loss: 0.0095
Epoch-7-[2280/4010]		Loss: 0.0107
Epoch-7-[2340/4010]		Loss: 0.0103
Epoch-7-[2400/4010]		Loss: 0.0125
Epoch-7-[2460/4010]		Loss: 0.0135
Epoch-7-[2520/4010]		Loss: 0.0077
Epoch-7-[2580/4010]		Loss: 0.0088
Epoch-7-[2640/4010]		Loss: 0.0087
Epoch-7-[2700/4010]		Loss: 0.0074
Epoch-7-[2760/4010]		Loss: 0.0084
Epoch-7-[2820/4010]		Loss: 0.0079
Epoch-7-[2880/4010]		Loss: 0.0066
Epoch-7-[2940/4010]		Loss: 0.0097
Epoch-7-[3000/4010]		Loss: 0.0100
Epoch-7-[3060/4010]		Loss: 0.0102
Epoch-7-[3120/4010]		Loss: 0.0084
Epoch-7-[3180/4010]		Loss: 0.0128
Epoch-7-[3240/4010]		Loss: 0.0108
Epoch-7-[3300/4010]		Loss: 0.0071
Epoch-7-[3360/4010]		Loss: 0.0099
Epoch-7-[3420/4010]		Loss: 0.0107
Epoch-7-[3480/4010]		Loss: 0.0084
Epoch-7-[3540/4010]		Loss: 0.0092
Epoch-7-[3600/4010]		Loss: 0.0134
Epoch-7-[3660/4010]		Loss: 0.0085
Epoch-7-[3720/4010]		Loss: 0.0136
Epoch-7-[3780/4010]		Loss: 0.0076
Epoch-7-[3840/4010]		Loss: 0.0144
Epoch-7-[3900/4010]		Loss: 0.0068
Epoch-7-[3960/4010]		Loss: 0.0187

IXI: [lmo/T2/X8] Validation:
Epoch: [7]	Valid Loss: 0.0118	PSNR: 33.473	SSIM: 0.939	(Best PSNR: 33.473	SSIM: 0.939	@Epoch: 7)

Saving models...
Training consuming: 1320.47s
==================================================

Epoch [8/50]	Learning Rate: 1.000e-04
Epoch-8-[60/4010]		Loss: 0.0078
Epoch-8-[120/4010]		Loss: 0.0066
Epoch-8-[180/4010]		Loss: 0.0067
Epoch-8-[240/4010]		Loss: 0.0118
Epoch-8-[300/4010]		Loss: 0.0071
Epoch-8-[360/4010]		Loss: 0.0128
Epoch-8-[420/4010]		Loss: 0.0098
Epoch-8-[480/4010]		Loss: 0.0065
Epoch-8-[540/4010]		Loss: 0.0118
Epoch-8-[600/4010]		Loss: 0.0107
Epoch-8-[660/4010]		Loss: 0.0135
Epoch-8-[720/4010]		Loss: 0.0132
Epoch-8-[780/4010]		Loss: 0.0140
Epoch-8-[840/4010]		Loss: 0.0132
Epoch-8-[900/4010]		Loss: 0.0098
Epoch-8-[960/4010]		Loss: 0.0069
Epoch-8-[1020/4010]		Loss: 0.0079
Epoch-8-[1080/4010]		Loss: 0.0130
Epoch-8-[1140/4010]		Loss: 0.0082
Epoch-8-[1200/4010]		Loss: 0.0054
Epoch-8-[1260/4010]		Loss: 0.0123
Epoch-8-[1320/4010]		Loss: 0.0085
Epoch-8-[1380/4010]		Loss: 0.0138
Epoch-8-[1440/4010]		Loss: 0.0149
Epoch-8-[1500/4010]		Loss: 0.0099
Epoch-8-[1560/4010]		Loss: 0.0117
Epoch-8-[1620/4010]		Loss: 0.0075
Epoch-8-[1680/4010]		Loss: 0.0076
Epoch-8-[1740/4010]		Loss: 0.0111
Epoch-8-[1800/4010]		Loss: 0.0105
Epoch-8-[1860/4010]		Loss: 0.0084
Epoch-8-[1920/4010]		Loss: 0.0092
Epoch-8-[1980/4010]		Loss: 0.0079
Epoch-8-[2040/4010]		Loss: 0.0077
Epoch-8-[2100/4010]		Loss: 0.0098
Epoch-8-[2160/4010]		Loss: 0.0084
Epoch-8-[2220/4010]		Loss: 0.0082
Epoch-8-[2280/4010]		Loss: 0.0163
Epoch-8-[2340/4010]		Loss: 0.0085
Epoch-8-[2400/4010]		Loss: 0.0093
Epoch-8-[2460/4010]		Loss: 0.0143
Epoch-8-[2520/4010]		Loss: 0.0114
Epoch-8-[2580/4010]		Loss: 0.0129
Epoch-8-[2640/4010]		Loss: 0.0094
Epoch-8-[2700/4010]		Loss: 0.0067
Epoch-8-[2760/4010]		Loss: 0.0223
Epoch-8-[2820/4010]		Loss: 0.0110
Epoch-8-[2880/4010]		Loss: 0.0088
Epoch-8-[2940/4010]		Loss: 0.0086
Epoch-8-[3000/4010]		Loss: 0.0169
Epoch-8-[3060/4010]		Loss: 0.0093
Epoch-8-[3120/4010]		Loss: 0.0097
Epoch-8-[3180/4010]		Loss: 0.0088
Epoch-8-[3240/4010]		Loss: 0.0081
Epoch-8-[3300/4010]		Loss: 0.0150
Epoch-8-[3360/4010]		Loss: 0.0097
Epoch-8-[3420/4010]		Loss: 0.0106
