
----------------20250626_22_33_34----------------
======================== Start training! ========================

Epoch [1/50]	Learning Rate: 1.000e-04
Epoch-6-[2100/4010]		Loss: 0.0035
Epoch-6-[2160/4010]		Loss: 0.0029
Epoch-6-[2220/4010]		Loss: 0.0046
Epoch-6-[2280/4010]		Loss: 0.0036
Epoch-6-[2340/4010]		Loss: 0.0029
Epoch-6-[2400/4010]		Loss: 0.0025
Epoch-6-[2460/4010]		Loss: 0.0033
Epoch-6-[2520/4010]		Loss: 0.0028
Epoch-6-[2580/4010]		Loss: 0.0028
Epoch-6-[2640/4010]		Loss: 0.0031
Epoch-6-[2700/4010]		Loss: 0.0032
Epoch-6-[2760/4010]		Loss: 0.0037
Epoch-6-[2820/4010]		Loss: 0.0031
Epoch-6-[2880/4010]		Loss: 0.0038
Epoch-6-[2940/4010]		Loss: 0.0029
Epoch-6-[3000/4010]		Loss: 0.0025
Epoch-6-[3060/4010]		Loss: 0.0028
Epoch-6-[3120/4010]		Loss: 0.0027
Epoch-6-[3180/4010]		Loss: 0.0031
Epoch-6-[3240/4010]		Loss: 0.0034
Epoch-6-[3300/4010]		Loss: 0.0030
Epoch-6-[3360/4010]		Loss: 0.0031
Epoch-6-[3420/4010]		Loss: 0.0024
Epoch-6-[3480/4010]		Loss: 0.0023
Epoch-6-[3540/4010]		Loss: 0.0031
Epoch-6-[3600/4010]		Loss: 0.0030
Epoch-6-[3660/4010]		Loss: 0.0037
Epoch-6-[3720/4010]		Loss: 0.0026
Epoch-6-[3780/4010]		Loss: 0.0035
Epoch-6-[3840/4010]		Loss: 0.0027
Epoch-6-[3900/4010]		Loss: 0.0025
Epoch-6-[3960/4010]		Loss: 0.0026

IXI: [lmo/T2/X4] Validation:
Epoch: [6]	Valid Loss: 0.0041	PSNR: 44.429	SSIM: 0.994	(Best PSNR: 47.043	SSIM: 0.994	@Epoch: 4)

Saving models...
Training consuming: 643.70s
==================================================

Epoch [7/50]	Learning Rate: 1.000e-04
Epoch-7-[60/4010]		Loss: 0.0026
Epoch-7-[120/4010]		Loss: 0.0050
Epoch-7-[180/4010]		Loss: 0.0022
Epoch-7-[240/4010]		Loss: 0.0028
Epoch-7-[300/4010]		Loss: 0.0030
Epoch-7-[360/4010]		Loss: 0.0030
Epoch-7-[420/4010]		Loss: 0.0037
Epoch-7-[480/4010]		Loss: 0.0027
Epoch-7-[540/4010]		Loss: 0.0029
Epoch-7-[600/4010]		Loss: 0.0037
Epoch-7-[660/4010]		Loss: 0.0032
Epoch-7-[720/4010]		Loss: 0.0024
Epoch-7-[780/4010]		Loss: 0.0025
Epoch-7-[840/4010]		Loss: 0.0033
Epoch-7-[900/4010]		Loss: 0.0041
Epoch-7-[960/4010]		Loss: 0.0022
Epoch-7-[1020/4010]		Loss: 0.0031
Epoch-7-[1080/4010]		Loss: 0.0039
Epoch-7-[1140/4010]		Loss: 0.0031
Epoch-7-[1200/4010]		Loss: 0.0019
Epoch-7-[1260/4010]		Loss: 0.0024
Epoch-7-[1320/4010]		Loss: 0.0033
Epoch-7-[1380/4010]		Loss: 0.0028
Epoch-7-[1440/4010]		Loss: 0.0036
Epoch-7-[1500/4010]		Loss: 0.0031
Epoch-7-[1560/4010]		Loss: 0.0033
Epoch-7-[1620/4010]		Loss: 0.0035
Epoch-7-[1680/4010]		Loss: 0.0034
Epoch-7-[1740/4010]		Loss: 0.0031
Epoch-7-[1800/4010]		Loss: 0.0031
Epoch-7-[1860/4010]		Loss: 0.0049
Epoch-7-[1920/4010]		Loss: 0.0020
Epoch-7-[1980/4010]		Loss: 0.0043
Epoch-7-[2040/4010]		Loss: 0.0023
Epoch-7-[2100/4010]		Loss: 0.0029
Epoch-7-[2160/4010]		Loss: 0.0023
Epoch-7-[2220/4010]		Loss: 0.0030
Epoch-7-[2280/4010]		Loss: 0.0023
Epoch-7-[2340/4010]		Loss: 0.0033
Epoch-7-[2400/4010]		Loss: 0.0043
Epoch-7-[2460/4010]		Loss: 0.0029
Epoch-7-[2520/4010]		Loss: 0.0025
Epoch-7-[2580/4010]		Loss: 0.0030
Epoch-7-[2640/4010]		Loss: 0.0034
Epoch-7-[2700/4010]		Loss: 0.0040
Epoch-7-[2760/4010]		Loss: 0.0031
Epoch-7-[2820/4010]		Loss: 0.0031
Epoch-7-[2880/4010]		Loss: 0.0045
Epoch-7-[2940/4010]		Loss: 0.0042
Epoch-7-[3000/4010]		Loss: 0.0032
Epoch-7-[3060/4010]		Loss: 0.0031
Epoch-7-[3120/4010]		Loss: 0.0033
Epoch-7-[3180/4010]		Loss: 0.0035
Epoch-7-[3240/4010]		Loss: 0.0027
Epoch-7-[3300/4010]		Loss: 0.0023
Epoch-7-[3360/4010]		Loss: 0.0024
Epoch-7-[3420/4010]		Loss: 0.0032
Epoch-7-[3480/4010]		Loss: 0.0023
Epoch-7-[3540/4010]		Loss: 0.0019
Epoch-7-[3600/4010]		Loss: 0.0020
Epoch-7-[3660/4010]		Loss: 0.0032
Epoch-7-[3720/4010]		Loss: 0.0028
Epoch-7-[3780/4010]		Loss: 0.0031
Epoch-7-[3840/4010]		Loss: 0.0039
Epoch-7-[3900/4010]		Loss: 0.0026
Epoch-7-[3960/4010]		Loss: 0.0021

IXI: [lmo/T2/X4] Validation:
Epoch: [7]	Valid Loss: 0.0033	PSNR: 46.894	SSIM: 0.994	(Best PSNR: 47.043	SSIM: 0.994	@Epoch: 4)

Saving models...
Training consuming: 643.99s
==================================================

Epoch [8/50]	Learning Rate: 1.000e-04
Epoch-8-[60/4010]		Loss: 0.0029
Epoch-8-[120/4010]		Loss: 0.0050
Epoch-8-[180/4010]		Loss: 0.0038
Epoch-8-[240/4010]		Loss: 0.0043
Epoch-8-[300/4010]		Loss: 0.0029
Epoch-8-[360/4010]		Loss: 0.0023
Epoch-8-[420/4010]		Loss: 0.0043
Epoch-8-[480/4010]		Loss: 0.0029
Epoch-8-[540/4010]		Loss: 0.0030
Epoch-8-[600/4010]		Loss: 0.0030
Epoch-8-[660/4010]		Loss: 0.0035
Epoch-8-[720/4010]		Loss: 0.0025
Epoch-8-[780/4010]		Loss: 0.0029
Epoch-8-[840/4010]		Loss: 0.0033
Epoch-8-[900/4010]		Loss: 0.0040
Epoch-8-[960/4010]		Loss: 0.0026
Epoch-8-[1020/4010]		Loss: 0.0031
Epoch-8-[1080/4010]		Loss: 0.0030
Epoch-8-[1140/4010]		Loss: 0.0030
Epoch-8-[1200/4010]		Loss: 0.0024
Epoch-8-[1260/4010]		Loss: 0.0027
Epoch-8-[1320/4010]		Loss: 0.0024
Epoch-8-[1380/4010]		Loss: 0.0035
Epoch-8-[1440/4010]		Loss: 0.0030
Epoch-8-[1500/4010]		Loss: 0.0026
Epoch-8-[1560/4010]		Loss: 0.0036
Epoch-8-[1620/4010]		Loss: 0.0031
Epoch-8-[1680/4010]		Loss: 0.0042
Epoch-8-[1740/4010]		Loss: 0.0043
Epoch-8-[1800/4010]		Loss: 0.0042
Epoch-8-[1860/4010]		Loss: 0.0019
Epoch-8-[1920/4010]		Loss: 0.0033
Epoch-8-[1980/4010]		Loss: 0.0037
Epoch-8-[2040/4010]		Loss: 0.0031
Epoch-8-[2100/4010]		Loss: 0.0031
Epoch-8-[2160/4010]		Loss: 0.0023
Epoch-8-[2220/4010]		Loss: 0.0031
Epoch-8-[2280/4010]		Loss: 0.0026
Epoch-8-[2340/4010]		Loss: 0.0038
Epoch-8-[2400/4010]		Loss: 0.0039
Epoch-8-[2460/4010]		Loss: 0.0034
Epoch-8-[2520/4010]		Loss: 0.0034
Epoch-8-[2580/4010]		Loss: 0.0026
Epoch-8-[2640/4010]		Loss: 0.0031
Epoch-8-[2700/4010]		Loss: 0.0027
Epoch-8-[2760/4010]		Loss: 0.0053
Epoch-8-[2820/4010]		Loss: 0.0029
Epoch-8-[2880/4010]		Loss: 0.0027
Epoch-8-[2940/4010]		Loss: 0.0036
Epoch-8-[3000/4010]		Loss: 0.0025
Epoch-8-[3060/4010]		Loss: 0.0050
Epoch-8-[3120/4010]		Loss: 0.0023
Epoch-8-[3180/4010]		Loss: 0.0031
Epoch-8-[3240/4010]		Loss: 0.0021
Epoch-8-[3300/4010]		Loss: 0.0019
Epoch-8-[3360/4010]		Loss: 0.0028
Epoch-8-[3420/4010]		Loss: 0.0028
Epoch-8-[3480/4010]		Loss: 0.0031
