
----------------20250630_14_26_46----------------
======================== Start training! ========================

Epoch [1/50]	Learning Rate: 1.000e-04
Epoch-2-[840/4010]		Loss: 0.0075
Epoch-2-[900/4010]		Loss: 0.0088
Epoch-2-[960/4010]		Loss: 0.0115
Epoch-2-[1020/4010]		Loss: 0.0088
Epoch-2-[1080/4010]		Loss: 0.0151
Epoch-2-[1140/4010]		Loss: 0.0083
Epoch-2-[1200/4010]		Loss: 0.0091
Epoch-2-[1260/4010]		Loss: 0.0118
Epoch-2-[1320/4010]		Loss: 0.0081
Epoch-2-[1380/4010]		Loss: 0.0117
Epoch-2-[1440/4010]		Loss: 0.0086
Epoch-2-[1500/4010]		Loss: 0.0114
Epoch-2-[1560/4010]		Loss: 0.0121
Epoch-2-[1620/4010]		Loss: 0.0113
Epoch-2-[1680/4010]		Loss: 0.0071
Epoch-2-[1740/4010]		Loss: 0.0133
Epoch-2-[1800/4010]		Loss: 0.0171
Epoch-2-[1860/4010]		Loss: 0.0125
Epoch-2-[1920/4010]		Loss: 0.0090
Epoch-2-[1980/4010]		Loss: 0.0117
Epoch-2-[2040/4010]		Loss: 0.0079
Epoch-2-[2100/4010]		Loss: 0.0064
Epoch-2-[2160/4010]		Loss: 0.0115
Epoch-2-[2220/4010]		Loss: 0.0076
Epoch-2-[2280/4010]		Loss: 0.0101
Epoch-2-[2340/4010]		Loss: 0.0086
Epoch-2-[2400/4010]		Loss: 0.0125
Epoch-2-[2460/4010]		Loss: 0.0070
Epoch-2-[2520/4010]		Loss: 0.0130
Epoch-2-[2580/4010]		Loss: 0.0113
Epoch-2-[2640/4010]		Loss: 0.0087
Epoch-2-[2700/4010]		Loss: 0.0071
Epoch-2-[2760/4010]		Loss: 0.0107
Epoch-2-[2820/4010]		Loss: 0.0127
Epoch-2-[2880/4010]		Loss: 0.0080
Epoch-2-[2940/4010]		Loss: 0.0084
Epoch-2-[3000/4010]		Loss: 0.0086
Epoch-2-[3060/4010]		Loss: 0.0082
Epoch-2-[3120/4010]		Loss: 0.0071
Epoch-2-[3180/4010]		Loss: 0.0119
Epoch-2-[3240/4010]		Loss: 0.0090
Epoch-2-[3300/4010]		Loss: 0.0078
Epoch-2-[3360/4010]		Loss: 0.0105
Epoch-2-[3420/4010]		Loss: 0.0100
Epoch-2-[3480/4010]		Loss: 0.0095
Epoch-2-[3540/4010]		Loss: 0.0094
Epoch-2-[3600/4010]		Loss: 0.0102
Epoch-2-[3660/4010]		Loss: 0.0070
Epoch-2-[3720/4010]		Loss: 0.0119
Epoch-2-[3780/4010]		Loss: 0.0073
Epoch-2-[3840/4010]		Loss: 0.0083
Epoch-2-[3900/4010]		Loss: 0.0113
Epoch-2-[3960/4010]		Loss: 0.0061

IXI: [lmo/T2/X8] Validation:
Epoch: [2]	Valid Loss: 0.0103	PSNR: 34.884	SSIM: 0.953	(Best PSNR: 34.884	SSIM: 0.953	@Epoch: 2)

Saving models...
Training consuming: 633.79s
==================================================

Epoch [3/50]	Learning Rate: 1.000e-04
Epoch-3-[60/4010]		Loss: 0.0112
Epoch-3-[120/4010]		Loss: 0.0088
Epoch-3-[180/4010]		Loss: 0.0061
Epoch-3-[240/4010]		Loss: 0.0115
Epoch-3-[300/4010]		Loss: 0.0066
Epoch-3-[360/4010]		Loss: 0.0101
Epoch-3-[420/4010]		Loss: 0.0083
Epoch-3-[480/4010]		Loss: 0.0094
Epoch-3-[540/4010]		Loss: 0.0068
Epoch-3-[600/4010]		Loss: 0.0074
Epoch-3-[660/4010]		Loss: 0.0085
Epoch-3-[720/4010]		Loss: 0.0123
Epoch-3-[780/4010]		Loss: 0.0101
Epoch-3-[840/4010]		Loss: 0.0079
Epoch-3-[900/4010]		Loss: 0.0069
Epoch-3-[960/4010]		Loss: 0.0086
Epoch-3-[1020/4010]		Loss: 0.0077
Epoch-3-[1080/4010]		Loss: 0.0097
Epoch-3-[1140/4010]		Loss: 0.0098
Epoch-3-[1200/4010]		Loss: 0.0070
Epoch-3-[1260/4010]		Loss: 0.0088
Epoch-3-[1320/4010]		Loss: 0.0101
Epoch-3-[1380/4010]		Loss: 0.0073
Epoch-3-[1440/4010]		Loss: 0.0092
Epoch-3-[1500/4010]		Loss: 0.0134
Epoch-3-[1560/4010]		Loss: 0.0054
Epoch-3-[1620/4010]		Loss: 0.0112
Epoch-3-[1680/4010]		Loss: 0.0102
Epoch-3-[1740/4010]		Loss: 0.0065
Epoch-3-[1800/4010]		Loss: 0.0085
Epoch-3-[1860/4010]		Loss: 0.0124
Epoch-3-[1920/4010]		Loss: 0.0080
Epoch-3-[1980/4010]		Loss: 0.0124
Epoch-3-[2040/4010]		Loss: 0.0106
Epoch-3-[2100/4010]		Loss: 0.0055
Epoch-3-[2160/4010]		Loss: 0.0094
Epoch-3-[2220/4010]		Loss: 0.0113
Epoch-3-[2280/4010]		Loss: 0.0068
Epoch-3-[2340/4010]		Loss: 0.0091
Epoch-3-[2400/4010]		Loss: 0.0074
Epoch-3-[2460/4010]		Loss: 0.0079
Epoch-3-[2520/4010]		Loss: 0.0073
Epoch-3-[2580/4010]		Loss: 0.0075
Epoch-3-[2640/4010]		Loss: 0.0079
Epoch-3-[2700/4010]		Loss: 0.0098
Epoch-3-[2760/4010]		Loss: 0.0068
Epoch-3-[2820/4010]		Loss: 0.0095
Epoch-3-[2880/4010]		Loss: 0.0127
Epoch-3-[2940/4010]		Loss: 0.0135
Epoch-3-[3000/4010]		Loss: 0.0110
Epoch-3-[3060/4010]		Loss: 0.0090
Epoch-3-[3120/4010]		Loss: 0.0085
Epoch-3-[3180/4010]		Loss: 0.0051
Epoch-3-[3240/4010]		Loss: 0.0044
Epoch-3-[3300/4010]		Loss: 0.0078
Epoch-3-[3360/4010]		Loss: 0.0086
Epoch-3-[3420/4010]		Loss: 0.0071
Epoch-3-[3480/4010]		Loss: 0.0056
Epoch-3-[3540/4010]		Loss: 0.0112
Epoch-3-[3600/4010]		Loss: 0.0130
Epoch-3-[3660/4010]		Loss: 0.0066
Epoch-3-[3720/4010]		Loss: 0.0105
Epoch-3-[3780/4010]		Loss: 0.0094
Epoch-3-[3840/4010]		Loss: 0.0060
Epoch-3-[3900/4010]		Loss: 0.0082
Epoch-3-[3960/4010]		Loss: 0.0110

IXI: [lmo/T2/X8] Validation:
Epoch: [3]	Valid Loss: 0.0102	PSNR: 35.064	SSIM: 0.954	(Best PSNR: 35.064	SSIM: 0.954	@Epoch: 3)

Saving models...
Training consuming: 630.89s
==================================================

Epoch [4/50]	Learning Rate: 1.000e-04
Epoch-4-[60/4010]		Loss: 0.0062
Epoch-4-[120/4010]		Loss: 0.0075
Epoch-4-[180/4010]		Loss: 0.0108
Epoch-4-[240/4010]		Loss: 0.0047
Epoch-4-[300/4010]		Loss: 0.0078
Epoch-4-[360/4010]		Loss: 0.0102
Epoch-4-[420/4010]		Loss: 0.0098
Epoch-4-[480/4010]		Loss: 0.0102
Epoch-4-[540/4010]		Loss: 0.0134
Epoch-4-[600/4010]		Loss: 0.0079
Epoch-4-[660/4010]		Loss: 0.0093
Epoch-4-[720/4010]		Loss: 0.0077
Epoch-4-[780/4010]		Loss: 0.0073
Epoch-4-[840/4010]		Loss: 0.0063
Epoch-4-[900/4010]		Loss: 0.0075
Epoch-4-[960/4010]		Loss: 0.0117
Epoch-4-[1020/4010]		Loss: 0.0073
Epoch-4-[1080/4010]		Loss: 0.0085
Epoch-4-[1140/4010]		Loss: 0.0058
Epoch-4-[1200/4010]		Loss: 0.0065
Epoch-4-[1260/4010]		Loss: 0.0122
Epoch-4-[1320/4010]		Loss: 0.0072
Epoch-4-[1380/4010]		Loss: 0.0083
Epoch-4-[1440/4010]		Loss: 0.0062
Epoch-4-[1500/4010]		Loss: 0.0075
Epoch-4-[1560/4010]		Loss: 0.0079
Epoch-4-[1620/4010]		Loss: 0.0073
Epoch-4-[1680/4010]		Loss: 0.0050
Epoch-4-[1740/4010]		Loss: 0.0089
Epoch-4-[1800/4010]		Loss: 0.0065
Epoch-4-[1860/4010]		Loss: 0.0124
Epoch-4-[1920/4010]		Loss: 0.0105
Epoch-4-[1980/4010]		Loss: 0.0084
Epoch-4-[2040/4010]		Loss: 0.0063
Epoch-4-[2100/4010]		Loss: 0.0082
Epoch-4-[2160/4010]		Loss: 0.0079
Epoch-4-[2220/4010]		Loss: 0.0085
Epoch-4-[2280/4010]		Loss: 0.0075
Epoch-4-[2340/4010]		Loss: 0.0057
Epoch-4-[2400/4010]		Loss: 0.0115
Epoch-4-[2460/4010]		Loss: 0.0079
Epoch-4-[2520/4010]		Loss: 0.0060
Epoch-4-[2580/4010]		Loss: 0.0111
Epoch-4-[2640/4010]		Loss: 0.0052
Epoch-4-[2700/4010]		Loss: 0.0072
Epoch-4-[2760/4010]		Loss: 0.0109
Epoch-4-[2820/4010]		Loss: 0.0129
Epoch-4-[2880/4010]		Loss: 0.0067
Epoch-4-[2940/4010]		Loss: 0.0133
Epoch-4-[3000/4010]		Loss: 0.0071
Epoch-4-[3060/4010]		Loss: 0.0108
Epoch-4-[3120/4010]		Loss: 0.0074
Epoch-4-[3180/4010]		Loss: 0.0053
Epoch-4-[3240/4010]		Loss: 0.0071
Epoch-4-[3300/4010]		Loss: 0.0106
Epoch-4-[3360/4010]		Loss: 0.0080
Epoch-4-[3420/4010]		Loss: 0.0065
Epoch-4-[3480/4010]		Loss: 0.0111
Epoch-4-[3540/4010]		Loss: 0.0082
Epoch-4-[3600/4010]		Loss: 0.0072
Epoch-4-[3660/4010]		Loss: 0.0107
Epoch-4-[3720/4010]		Loss: 0.0084
Epoch-4-[3780/4010]		Loss: 0.0076
Epoch-4-[3840/4010]		Loss: 0.0103
Epoch-4-[3900/4010]		Loss: 0.0066
Epoch-4-[3960/4010]		Loss: 0.0095

IXI: [lmo/T2/X8] Validation:
Epoch: [4]	Valid Loss: 0.0101	PSNR: 35.035	SSIM: 0.954	(Best PSNR: 35.064	SSIM: 0.954	@Epoch: 3)

Saving models...
Training consuming: 635.08s
==================================================

Epoch [5/50]	Learning Rate: 1.000e-04
Epoch-5-[60/4010]		Loss: 0.0103
Epoch-5-[120/4010]		Loss: 0.0070
Epoch-5-[180/4010]		Loss: 0.0070
Epoch-5-[240/4010]		Loss: 0.0098
Epoch-5-[300/4010]		Loss: 0.0085
Epoch-5-[360/4010]		Loss: 0.0087
Epoch-5-[420/4010]		Loss: 0.0100
Epoch-5-[480/4010]		Loss: 0.0095
Epoch-5-[540/4010]		Loss: 0.0106
Epoch-5-[600/4010]		Loss: 0.0069
Epoch-5-[660/4010]		Loss: 0.0063
Epoch-5-[720/4010]		Loss: 0.0087
Epoch-5-[780/4010]		Loss: 0.0055
Epoch-5-[840/4010]		Loss: 0.0158
Epoch-5-[900/4010]		Loss: 0.0067
Epoch-5-[960/4010]		Loss: 0.0099
Epoch-5-[1020/4010]		Loss: 0.0127
Epoch-5-[1080/4010]		Loss: 0.0081
Epoch-5-[1140/4010]		Loss: 0.0124
Epoch-5-[1200/4010]		Loss: 0.0068
Epoch-5-[1260/4010]		Loss: 0.0105
Epoch-5-[1320/4010]		Loss: 0.0061
Epoch-5-[1380/4010]		Loss: 0.0084
Epoch-5-[1440/4010]		Loss: 0.0109
Epoch-5-[1500/4010]		Loss: 0.0088
Epoch-5-[1560/4010]		Loss: 0.0115
Epoch-5-[1620/4010]		Loss: 0.0093
Epoch-5-[1680/4010]		Loss: 0.0042
Epoch-5-[1740/4010]		Loss: 0.0078
Epoch-5-[1800/4010]		Loss: 0.0081
Epoch-5-[1860/4010]		Loss: 0.0076
Epoch-5-[1920/4010]		Loss: 0.0073
Epoch-5-[1980/4010]		Loss: 0.0062
Epoch-5-[2040/4010]		Loss: 0.0092
Epoch-5-[2100/4010]		Loss: 0.0098
Epoch-5-[2160/4010]		Loss: 0.0098
Epoch-5-[2220/4010]		Loss: 0.0076
Epoch-5-[2280/4010]		Loss: 0.0080
Epoch-5-[2340/4010]		Loss: 0.0090
Epoch-5-[2400/4010]		Loss: 0.0050
Epoch-5-[2460/4010]		Loss: 0.0073
Epoch-5-[2520/4010]		Loss: 0.0073
Epoch-5-[2580/4010]		Loss: 0.0116
Epoch-5-[2640/4010]		Loss: 0.0064
Epoch-5-[2700/4010]		Loss: 0.0079
Epoch-5-[2760/4010]		Loss: 0.0076
Epoch-5-[2820/4010]		Loss: 0.0073
Epoch-5-[2880/4010]		Loss: 0.0101
Epoch-5-[2940/4010]		Loss: 0.0106
Epoch-5-[3000/4010]		Loss: 0.0114
Epoch-5-[3060/4010]		Loss: 0.0099
Epoch-5-[3120/4010]		Loss: 0.0129
Epoch-5-[3180/4010]		Loss: 0.0101
Epoch-5-[3240/4010]		Loss: 0.0065
Epoch-5-[3300/4010]		Loss: 0.0104
Epoch-5-[3360/4010]		Loss: 0.0065
Epoch-5-[3420/4010]		Loss: 0.0102
Epoch-5-[3480/4010]		Loss: 0.0070
Epoch-5-[3540/4010]		Loss: 0.0102
Epoch-5-[3600/4010]		Loss: 0.0094
Epoch-5-[3660/4010]		Loss: 0.0090
Epoch-5-[3720/4010]		Loss: 0.0081
Epoch-5-[3780/4010]		Loss: 0.0063
Epoch-5-[3840/4010]		Loss: 0.0088
Epoch-5-[3900/4010]		Loss: 0.0054
Epoch-5-[3960/4010]		Loss: 0.0091

IXI: [lmo/T2/X8] Validation:
Epoch: [5]	Valid Loss: 0.0097	PSNR: 35.463	SSIM: 0.957	(Best PSNR: 35.463	SSIM: 0.957	@Epoch: 5)

Saving models...
Training consuming: 633.00s
==================================================

Epoch [6/50]	Learning Rate: 1.000e-04
Epoch-6-[60/4010]		Loss: 0.0114
Epoch-6-[120/4010]		Loss: 0.0092
Epoch-6-[180/4010]		Loss: 0.0078
Epoch-6-[240/4010]		Loss: 0.0057
Epoch-6-[300/4010]		Loss: 0.0085
Epoch-6-[360/4010]		Loss: 0.0092
Epoch-6-[420/4010]		Loss: 0.0130
Epoch-6-[480/4010]		Loss: 0.0113
Epoch-6-[540/4010]		Loss: 0.0119
Epoch-6-[600/4010]		Loss: 0.0051
Epoch-6-[660/4010]		Loss: 0.0100
Epoch-6-[720/4010]		Loss: 0.0135
Epoch-6-[780/4010]		Loss: 0.0100
Epoch-6-[840/4010]		Loss: 0.0065
Epoch-6-[900/4010]		Loss: 0.0080
Epoch-6-[960/4010]		Loss: 0.0078
Epoch-6-[1020/4010]		Loss: 0.0078
Epoch-6-[1080/4010]		Loss: 0.0099
Epoch-6-[1140/4010]		Loss: 0.0075
Epoch-6-[1200/4010]		Loss: 0.0141
Epoch-6-[1260/4010]		Loss: 0.0072
Epoch-6-[1320/4010]		Loss: 0.0112
Epoch-6-[1380/4010]		Loss: 0.0108
Epoch-6-[1440/4010]		Loss: 0.0097
Epoch-6-[1500/4010]		Loss: 0.0067
Epoch-6-[1560/4010]		Loss: 0.0086
Epoch-6-[1620/4010]		Loss: 0.0079
Epoch-6-[1680/4010]		Loss: 0.0062
Epoch-6-[1740/4010]		Loss: 0.0123
Epoch-6-[1800/4010]		Loss: 0.0054
Epoch-6-[1860/4010]		Loss: 0.0067
Epoch-6-[1920/4010]		Loss: 0.0065
Epoch-6-[1980/4010]		Loss: 0.0086
Epoch-6-[2040/4010]		Loss: 0.0063
Epoch-6-[2100/4010]		Loss: 0.0069
Epoch-6-[2160/4010]		Loss: 0.0103
Epoch-6-[2220/4010]		Loss: 0.0079
Epoch-6-[2280/4010]		Loss: 0.0116
Epoch-6-[2340/4010]		Loss: 0.0119
Epoch-6-[2400/4010]		Loss: 0.0107
Epoch-6-[2460/4010]		Loss: 0.0057
Epoch-6-[2520/4010]		Loss: 0.0073
Epoch-6-[2580/4010]		Loss: 0.0077
Epoch-6-[2640/4010]		Loss: 0.0052
Epoch-6-[2700/4010]		Loss: 0.0089
Epoch-6-[2760/4010]		Loss: 0.0086
Epoch-6-[2820/4010]		Loss: 0.0107
Epoch-6-[2880/4010]		Loss: 0.0092
Epoch-6-[2940/4010]		Loss: 0.0068
Epoch-6-[3000/4010]		Loss: 0.0071
Epoch-6-[3060/4010]		Loss: 0.0075
Epoch-6-[3120/4010]		Loss: 0.0078
Epoch-6-[3180/4010]		Loss: 0.0078
Epoch-6-[3240/4010]		Loss: 0.0089
Epoch-6-[3300/4010]		Loss: 0.0090
Epoch-6-[3360/4010]		Loss: 0.0047
Epoch-6-[3420/4010]		Loss: 0.0087
Epoch-6-[3480/4010]		Loss: 0.0097
Epoch-6-[3540/4010]		Loss: 0.0079
Epoch-6-[3600/4010]		Loss: 0.0091
Epoch-6-[3660/4010]		Loss: 0.0117
Epoch-6-[3720/4010]		Loss: 0.0071
Epoch-6-[3780/4010]		Loss: 0.0075
Epoch-6-[3840/4010]		Loss: 0.0065
Epoch-6-[3900/4010]		Loss: 0.0074
Epoch-6-[3960/4010]		Loss: 0.0128

IXI: [lmo/T2/X8] Validation:
Epoch: [6]	Valid Loss: 0.0098	PSNR: 35.458	SSIM: 0.957	(Best PSNR: 35.463	SSIM: 0.957	@Epoch: 5)

Saving models...
Training consuming: 634.65s
==================================================

Epoch [7/50]	Learning Rate: 1.000e-04
Epoch-7-[60/4010]		Loss: 0.0095
Epoch-7-[120/4010]		Loss: 0.0070
Epoch-7-[180/4010]		Loss: 0.0099
Epoch-7-[240/4010]		Loss: 0.0072
Epoch-7-[300/4010]		Loss: 0.0065
Epoch-7-[360/4010]		Loss: 0.0063
Epoch-7-[420/4010]		Loss: 0.0097
Epoch-7-[480/4010]		Loss: 0.0071
Epoch-7-[540/4010]		Loss: 0.0075
Epoch-7-[600/4010]		Loss: 0.0089
Epoch-7-[660/4010]		Loss: 0.0071
Epoch-7-[720/4010]		Loss: 0.0069
Epoch-7-[780/4010]		Loss: 0.0064
Epoch-7-[840/4010]		Loss: 0.0066
Epoch-7-[900/4010]		Loss: 0.0115
Epoch-7-[960/4010]		Loss: 0.0057
Epoch-7-[1020/4010]		Loss: 0.0097
Epoch-7-[1080/4010]		Loss: 0.0076
Epoch-7-[1140/4010]		Loss: 0.0065
Epoch-7-[1200/4010]		Loss: 0.0104
Epoch-7-[1260/4010]		Loss: 0.0058
Epoch-7-[1320/4010]		Loss: 0.0069
Epoch-7-[1380/4010]		Loss: 0.0098
Epoch-7-[1440/4010]		Loss: 0.0070
Epoch-7-[1500/4010]		Loss: 0.0093
Epoch-7-[1560/4010]		Loss: 0.0088
Epoch-7-[1620/4010]		Loss: 0.0088
Epoch-7-[1680/4010]		Loss: 0.0060
Epoch-7-[1740/4010]		Loss: 0.0084
Epoch-7-[1800/4010]		Loss: 0.0099
Epoch-7-[1860/4010]		Loss: 0.0115
Epoch-7-[1920/4010]		Loss: 0.0065
Epoch-7-[1980/4010]		Loss: 0.0066
Epoch-7-[2040/4010]		Loss: 0.0080
Epoch-7-[2100/4010]		Loss: 0.0062
Epoch-7-[2160/4010]		Loss: 0.0092
Epoch-7-[2220/4010]		Loss: 0.0065
Epoch-7-[2280/4010]		Loss: 0.0099
Epoch-7-[2340/4010]		Loss: 0.0068
Epoch-7-[2400/4010]		Loss: 0.0060
Epoch-7-[2460/4010]		Loss: 0.0130
Epoch-7-[2520/4010]		Loss: 0.0075
Epoch-7-[2580/4010]		Loss: 0.0072
Epoch-7-[2640/4010]		Loss: 0.0063
Epoch-7-[2700/4010]		Loss: 0.0088
Epoch-7-[2760/4010]		Loss: 0.0070
Epoch-7-[2820/4010]		Loss: 0.0069
Epoch-7-[2880/4010]		Loss: 0.0100
Epoch-7-[2940/4010]		Loss: 0.0069
Epoch-7-[3000/4010]		Loss: 0.0085
Epoch-7-[3060/4010]		Loss: 0.0075
Epoch-7-[3120/4010]		Loss: 0.0071
Epoch-7-[3180/4010]		Loss: 0.0051
Epoch-7-[3240/4010]		Loss: 0.0095
Epoch-7-[3300/4010]		Loss: 0.0081
Epoch-7-[3360/4010]		Loss: 0.0041
Epoch-7-[3420/4010]		Loss: 0.0128
Epoch-7-[3480/4010]		Loss: 0.0085
Epoch-7-[3540/4010]		Loss: 0.0055
Epoch-7-[3600/4010]		Loss: 0.0055
Epoch-7-[3660/4010]		Loss: 0.0123
Epoch-7-[3720/4010]		Loss: 0.0103
Epoch-7-[3780/4010]		Loss: 0.0080
Epoch-7-[3840/4010]		Loss: 0.0080
Epoch-7-[3900/4010]		Loss: 0.0080
Epoch-7-[3960/4010]		Loss: 0.0041

IXI: [lmo/T2/X8] Validation:
Epoch: [7]	Valid Loss: 0.0112	PSNR: 34.041	SSIM: 0.956	(Best PSNR: 35.463	SSIM: 0.957	@Epoch: 5)

Saving models...
Training consuming: 633.81s
==================================================

Epoch [8/50]	Learning Rate: 1.000e-04
Epoch-8-[60/4010]		Loss: 0.0060
Epoch-8-[120/4010]		Loss: 0.0108
Epoch-8-[180/4010]		Loss: 0.0077
Epoch-8-[240/4010]		Loss: 0.0078
Epoch-8-[300/4010]		Loss: 0.0058
Epoch-8-[360/4010]		Loss: 0.0119
Epoch-8-[420/4010]		Loss: 0.0145
Epoch-8-[480/4010]		Loss: 0.0052
Epoch-8-[540/4010]		Loss: 0.0091
Epoch-8-[600/4010]		Loss: 0.0075
Epoch-8-[660/4010]		Loss: 0.0074
Epoch-8-[720/4010]		Loss: 0.0122
Epoch-8-[780/4010]		Loss: 0.0063
Epoch-8-[840/4010]		Loss: 0.0115
Epoch-8-[900/4010]		Loss: 0.0116
Epoch-8-[960/4010]		Loss: 0.0063
Epoch-8-[1020/4010]		Loss: 0.0085
Epoch-8-[1080/4010]		Loss: 0.0089
Epoch-8-[1140/4010]		Loss: 0.0083
Epoch-8-[1200/4010]		Loss: 0.0107
Epoch-8-[1260/4010]		Loss: 0.0057
Epoch-8-[1320/4010]		Loss: 0.0084
Epoch-8-[1380/4010]		Loss: 0.0107
Epoch-8-[1440/4010]		Loss: 0.0082
Epoch-8-[1500/4010]		Loss: 0.0126
Epoch-8-[1560/4010]		Loss: 0.0084
Epoch-8-[1620/4010]		Loss: 0.0062
Epoch-8-[1680/4010]		Loss: 0.0116
Epoch-8-[1740/4010]		Loss: 0.0069
Epoch-8-[1800/4010]		Loss: 0.0084
Epoch-8-[1860/4010]		Loss: 0.0087
Epoch-8-[1920/4010]		Loss: 0.0088
Epoch-8-[1980/4010]		Loss: 0.0077
Epoch-8-[2040/4010]		Loss: 0.0081
Epoch-8-[2100/4010]		Loss: 0.0077
Epoch-8-[2160/4010]		Loss: 0.0085
Epoch-8-[2220/4010]		Loss: 0.0130
Epoch-8-[2280/4010]		Loss: 0.0073
Epoch-8-[2340/4010]		Loss: 0.0058
Epoch-8-[2400/4010]		Loss: 0.0083
Epoch-8-[2460/4010]		Loss: 0.0094
Epoch-8-[2520/4010]		Loss: 0.0082
Epoch-8-[2580/4010]		Loss: 0.0109
Epoch-8-[2640/4010]		Loss: 0.0087
Epoch-8-[2700/4010]		Loss: 0.0072
Epoch-8-[2760/4010]		Loss: 0.0069
Epoch-8-[2820/4010]		Loss: 0.0069
Epoch-8-[2880/4010]		Loss: 0.0074
Epoch-8-[2940/4010]		Loss: 0.0118
Epoch-8-[3000/4010]		Loss: 0.0143
Epoch-8-[3060/4010]		Loss: 0.0065
Epoch-8-[3120/4010]		Loss: 0.0065
Epoch-8-[3180/4010]		Loss: 0.0054
Epoch-8-[3240/4010]		Loss: 0.0073
Epoch-8-[3300/4010]		Loss: 0.0059
Epoch-8-[3360/4010]		Loss: 0.0076
Epoch-8-[3420/4010]		Loss: 0.0079
Epoch-8-[3480/4010]		Loss: 0.0091
